Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,MonthlyChargesToTotalChargesRatio
Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.44999694824219,5229.7998046875,No,91.75087376644737,0.01729511651042002
Male,No,No,No,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.70000076293945,4464.7998046875,No,62.0111083984375,0.014267157218574985
Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.0498046875,No,105.58437093098958,0.02061937116390346
Male,No,No,No,18,Yes,No,No,,,,,,,One year,No,Mailed check,20.100000381469727,401.8500061035156,No,22.325000339084202,0.05001866387005109
Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.30000305175781,4451.85009765625,No,103.5313976199128,0.02342846249622562
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.9501953125,No,92.90208604600694,0.01394090212621825
Male,No,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.44999694824219,2661.10009765625,No,76.03143136160715,0.02760136569568837
Male,No,No,No,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.700000762939453,73.05000305175781,No,18.262500762939453,0.2833675550741999
Female,No,Yes,Yes,49,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.25,1211.6500244140625,No,24.727551518654337,0.02083935087791589
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.64990234375,No,99.02323806117958,0.014294553333753277
Male,No,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.5999984741211,1020.2000122070312,No,92.74545565518466,0.0888061138894943
Male,No,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4000015258789,5597.64990234375,No,88.8515857514881,0.015970988376469722
Female,Yes,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.44999694824219,6223.2998046875,No,95.74307391826923,0.015337521884506922
Female,No,No,Yes,49,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.450000762939453,1024.6500244140625,No,20.911224988042093,0.019958034719838723
Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.5999984741211,2933.199951171875,Yes,101.14482590247844,0.03361516436502337
Female,Yes,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05000305175781,1258.300048828125,Yes,83.886669921875,0.06600174825480108
Female,No,Yes,Yes,4,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,19.950000762939453,82.9000015258789,No,20.725000381469727,0.24065139198714802
Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.1500015258789,7789.60009765625,No,108.18889024522569,0.01401227279417337
Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.69999694824219,2067.0,No,79.5,0.04146105319218296
Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05000305175781,3452.550048828125,No,98.644287109375,0.029557863494664164
Female,No,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.69999694824219,5468.9501953125,No,95.94649465460526,0.01731593698355685
Male,No,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4000015258789,1802.1500244140625,No,64.3625008719308,0.035735094555636365
Female,No,Yes,No,25,Yes,Yes,No,,,,,,,One year,Yes,Mailed check,26.799999237060547,733.5499877929688,No,29.34199951171875,0.03653465978193754
Female,No,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05000305175781,3021.449951171875,No,64.28616917386968,0.021860366419817808
Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.19999694824219,3687.85009765625,No,64.69912452028508,0.01767967656540024
Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05000305175781,1391.1500244140625,No,86.9468765258789,0.06113647094789792
Male,No,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.79999923706055,274.3500061035156,No,54.870001220703124,0.20338982320272492
Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4000015258789,1214.050048828125,Yes,71.4147087545956,0.057987725953994464
Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.64990234375,Yes,98.40446254185268,0.019008647229693993
Male,No,Yes,Yes,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.950000762939453,1322.8499755859375,No,18.372916327582466,0.01508107580687892
Female,Yes,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes,93.98809523809524,0.04775174160861305
Female,No,Yes,Yes,48,No,,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.300048828125,No,45.7562510172526,0.020489003778882832
Female,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9000015258789,7843.5498046875,No,115.34632065716912,0.01464897965678905
Female,No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4000015258789,3211.89990234375,No,107.063330078125,0.03312681115879045
Female,No,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.099998474121094,130.14999389648438,No,43.383331298828125,0.3542066894815763
Female,Yes,No,No,14,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.70000076293945,692.3499755859375,No,49.45356968470982,0.05734094339981921
Female,No,No,Yes,4,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),20.049999237060547,85.5,No,21.375,0.23450291505333973
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.39990234375,No,96.47042115977112,0.013979326855661611
Male,No,Yes,Yes,8,Yes,Yes,No,,,,,,,One year,No,Mailed check,24.399999618530273,203.9499969482422,No,25.493749618530273,0.11963716589180647
Male,No,Yes,Yes,61,No,,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.599998474121094,2117.199951171875,No,34.70819592085041,0.015870016648887326
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.44999694824219,6565.85009765625,No,91.19236246744792,0.01377582424254999
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,No,84.95,0.19776339022954678
Female,No,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4000015258789,3306.85009765625,No,67.48673668686224,0.02038193432887964
Male,No,No,No,8,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.700000762939453,168.89999389648438,No,21.112499237060547,0.11663707208310033
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3499984741211,253.8000030517578,No,84.60000101725261,0.3165878546413382
Male,No,Yes,Yes,9,Yes,No,No,,,,,,,Two year,No,Mailed check,19.600000381469727,197.39999389648438,No,21.933332655164932,0.09929078514433934
Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.20000076293945,3838.199951171875,No,57.28656643540112,0.014121203025494064
Male,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.20000076293945,2065.14990234375,No,44.89456309442935,0.021887031402244322
Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.0999984741211,5064.4501953125,No,75.58880888526119,0.014828855172399829
Female,No,Yes,No,55,Yes,No,No,,,,,,,One year,No,Electronic check,19.700000762939453,1140.050048828125,No,20.72818270596591,0.017279943791230382
Male,No,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.449951171875,No,74.16515003551136,0.029724816217453695
Male,No,Yes,Yes,62,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.049999237060547,1263.9000244140625,No,20.385484264742942,0.015863595893477116
Female,No,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95000076293945,45.95000076293945,Yes,45.95000076293945,1.0
Male,No,Yes,Yes,49,No,,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.20000076293945,1838.1500244140625,No,37.51326580436862,0.021325789648445607
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,No,44.75,1.0
Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.6500015258789,1185.0,No,84.64285714285714,0.0697468367306995
Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9000015258789,1743.9000244140625,No,96.88333468967014,0.053844830673380265
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,70.1500015258789,Yes,70.1500015258789,1.0
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55000305175781,85.55000305175781,Yes,85.55000305175781,1.0
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.1500015258789,8529.5,No,118.46527777777777,0.013734685682147712
Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.4501953125,No,102.33515930175781,0.015153943772415296
Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55000305175781,7806.5,No,113.1376811594203,0.014417473009896601
Female,No,No,No,1,Yes,Yes,No,,,,,,,Month-to-month,Yes,Electronic check,25.700000762939453,25.700000762939453,No,25.700000762939453,1.0
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.30000305175781,6287.2998046875,No,88.55351837588029,0.01436228680942407
Female,No,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.400001525878906,3251.85009765625,No,49.270456025094695,0.015191352627688354
Male,No,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.399999618530273,50.599998474121094,No,25.299999237060547,0.3833992135089139
Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.69999694824219,7904.25,No,111.3274647887324,0.013878609222664033
Male,No,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.9500122070312,No,66.35909201882102,0.08390985543627615
Male,No,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.29999923706055,2654.050048828125,No,56.469149975066486,0.020836080036048237
Female,No,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.30000305175781,2416.550048828125,Yes,69.044287109375,0.029091060243444534
Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.3499984741211,3520.75,Yes,110.0234375,0.03020663167623975
Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.9501953125,No,99.499169921875,0.017378704445719276
Male,No,No,No,11,Yes,No,No,,,,,,,One year,No,Mailed check,19.5,226.8000030517578,No,20.618182095614348,0.08597883482192865
Female,No,No,No,29,No,,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,No,37.33620689655172,0.036481182175017314
Male,No,Yes,Yes,21,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.049999237060547,565.75,No,26.94047619047619,0.04604507156351842
Male,Yes,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05000305175781,4370.75,No,91.05729166666667,0.020831665744267647
Female,No,No,Yes,3,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.649999618530273,90.05000305175781,No,30.01666768391927,0.3292615059822754
Female,No,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.20000076293945,2169.39990234375,No,50.45116051962209,0.023140040113722227
Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.30000305175781,550.5999755859375,No,110.1199951171875,0.19124592757146358
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45000076293945,55.45000076293945,No,55.45000076293945,1.0
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.44999694824219,6300.85009765625,No,88.74436757262323,0.013561661620870386
Female,No,Yes,Yes,8,Yes,No,No,,,,,,,One year,No,Electronic check,19.799999237060547,160.0500030517578,No,20.006250381469727,0.12371133308043436
Male,No,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6000061035156,No,54.57500076293945,0.13570773974279818
Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.69999694824219,1781.3499755859375,No,89.06749877929687,0.05091643876347675
Female,No,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.69999694824219,3467.0,Yes,105.06060606060606,0.029910584640392902
Male,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05000305175781,5552.5,No,78.20422535211267,0.01423683080625985
Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.69999694824219,2835.5,No,91.46774193548387,0.03198730275021766
Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,No,94.50657894736842,0.026453184824225547
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.3499984741211,88.3499984741211,Yes,88.3499984741211,1.0
Female,No,Yes,Yes,2,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,No,31.875,0.4745098039215686
Female,No,Yes,No,12,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.849998474121094,617.1500244140625,No,51.429168701171875,0.08077452240474253
Female,No,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,No,96.69444444444444,0.10686584314852055
Male,Yes,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.54999923706055,601.25,No,54.65909090909091,0.09072764945872856
Male,No,No,Yes,6,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.700000762939453,111.6500015258789,No,18.608333587646484,0.17644424983167842
Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.80000305175781,6046.10009765625,No,85.15633940360915,0.014025570480487123
Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.44999694824219,3923.800048828125,No,93.42381068638393,0.024071052493220304
Female,No,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.19999694824219,777.2999877929688,Yes,97.1624984741211,0.12118872819708836
Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.4500122070312,Yes,102.49000244140625,0.1878231977895138
Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.69999694824219,141.4499969482422,Yes,70.7249984741211,0.49982324831093455
Female,No,Yes,Yes,45,Yes,No,No,,,,,,,Two year,No,Mailed check,20.850000381469727,892.1500244140625,No,19.825556098090278,0.023370509231520096
Male,No,Yes,Yes,28,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.050048828125,No,60.073216029575896,0.035670757859911285
Female,No,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.44999694824219,3398.89990234375,No,79.04418377543605,0.02366942224240466
Male,No,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.94999694824219,4984.85009765625,No,83.0808349609375,0.017041635211494828
Female,No,Yes,No,42,No,,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.54999923706055,1445.300048828125,Yes,34.411905924479164,0.023213172423444863
Male,No,Yes,Yes,7,No,,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.650001525878906,305.54998779296875,No,43.649998256138396,0.16249387501046217
Female,No,Yes,No,25,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.200000762939453,507.8999938964844,No,20.315999755859377,0.03977161056445383
Female,Yes,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55000305175781,3640.449951171875,Yes,91.01124877929688,0.025972065079845914
Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.449951171875,No,99.0166648582176,0.03759187635285524
Male,No,No,No,10,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.79998779296875,No,38.97999877929688,0.09171370220511038
Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.44999694824219,2401.050048828125,No,88.92777958622685,0.036005079107133
Female,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.79999923706055,651.5499877929688,No,59.23181707208807,0.0825723279027297
Male,No,Yes,Yes,4,No,,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.54999923706055,156.10000610351562,No,39.025001525878906,0.2469570642521092
Male,No,No,No,68,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.900001525878906,2796.35009765625,No,41.122795553768384,0.01426860018683674
Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05000305175781,70.05000305175781,No,70.05000305175781,1.0
Female,No,No,No,18,Yes,No,No,,,,,,,One year,No,Mailed check,20.100000381469727,407.04998779296875,No,22.613888210720486,0.0493796855036214
Female,No,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.94999694824219,6465.0,Yes,113.42105263157895,0.017470997207771413
Male,No,No,No,26,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,20.299999237060547,511.25,No,19.66346153846154,0.03970659997469056
Female,No,Yes,No,17,No,,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.650001525878906,646.0499877929688,No,38.002940458409924,0.0551814909054734
Male,No,No,No,1,No,,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.900001525878906,35.900001525878906,Yes,35.900001525878906,1.0
Male,No,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.14990234375,Yes,99.398681640625,0.026276426026516614
Male,Yes,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.94999694824219,4903.14990234375,No,83.10423563294492,0.016917695481549797
Male,No,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.650001525878906,1653.8499755859375,No,55.12833251953125,0.03364876037571838
Male,Yes,No,No,2,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.450000762939453,47.5,Yes,23.75,0.5147368581671464
Female,Yes,Yes,No,50,Yes,Yes,No,,,,,,,One year,No,Electronic check,25.200000762939453,1306.300048828125,No,26.1260009765625,0.019291127475304194
Male,No,No,No,9,No,,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.79999923706055,463.6000061035156,No,51.51111178927951,0.10957721865456058
Female,No,Yes,Yes,3,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.649999618530273,60.650001525878906,No,20.21666717529297,0.32399009273142004
Female,No,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.79999923706055,824.8499755859375,No,58.917855398995535,0.07249803116570529
Female,Yes,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55000305175781,2094.64990234375,No,67.56935168850806,0.035113267839871995
Female,No,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.400001525878906,438.8999938964844,No,62.699999128069194,0.1398951979488071
Female,No,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.3499984741211,847.2999877929688,Yes,105.9124984741211,0.12197568743429968
Male,No,Yes,Yes,17,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.899999618530273,329.75,No,19.397058823529413,0.06034874789546709
Male,No,Yes,Yes,32,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),19.450000762939453,674.5499877929688,No,21.079687118530273,0.028834039159317277
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.5500030517578,No,81.2750015258789,0.5013841800670373
Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.80000305175781,546.9500122070312,Yes,78.13571602957589,0.15504159641495602
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55000305175781,7887.25,No,109.54513888888889,0.013889505601034304
Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.94999694824219,3186.64990234375,Yes,102.79515814012096,0.031365226809110705
Female,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4000015258789,1972.3499755859375,No,73.04999909577546,0.037721500974377764
Female,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.0,1527.3499755859375,Yes,84.85277642144098,0.05892559101621309
Male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,490.54998779296875,No,70.07856968470982,0.15268576779068158
Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.8499984741211,1531.4000244140625,Yes,109.38571602957589,0.0684667603516843
Male,No,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.650001525878906,683.25,No,62.11363636363637,0.0873033319076164
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.44999694824219,8058.85009765625,No,111.92847357855902,0.013705428889955936
Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.0999984741211,2847.39990234375,Yes,101.69285365513393,0.037262064379080764
Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.19999694824219,1133.9000244140625,Yes,75.5933349609375,0.06543786520031578
Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.44999694824219,294.45001220703125,No,73.61250305175781,0.25284426511042396
Female,No,No,No,71,Yes,Yes,No,,,,,,,Two year,No,Electronic check,24.549999237060547,1719.1500244140625,No,24.213380625550176,0.014280312298763987
Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.3499984741211,461.70001220703125,Yes,92.34000244140626,0.19352392486846112
Male,No,Yes,Yes,47,Yes,Yes,No,,,,,,,Two year,No,Mailed check,24.549999237060547,1160.449951171875,No,24.690424493018618,0.021155586427720422
Male,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.6500015258789,5199.7998046875,No,91.22455797697368,0.01743336376992053
Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05000305175781,5163.2998046875,No,103.26599609375,0.020345516825575033
Male,No,No,No,8,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),20.450000762939453,162.3000030517578,No,20.287500381469727,0.12600123461746274
Female,No,Yes,Yes,48,Yes,No,No,,,,,,,Two year,No,Mailed check,19.549999237060547,883.3499755859375,No,18.4031244913737,0.022131657641234186
Female,No,No,No,70,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.700000762939453,1341.5,No,19.164285714285715,0.014685054612701792
